Location,Distance from Junction,Size of House,Number of Rooms,Distance from Metro,Furnished,Parking,Water & Electricity,Rent
Silk Board,9135.109668312412,570,5,3005.708334314224,Furnished,No,Yes,38621.0
Yelahanka,4156.792951628686,541,5,1179.9799791891612,Furnished,Yes,No,18078.0
K.R Puram,4594.9577486441,200,2,1601.0920080777353,Semi-furnished,Yes,Yes,29597.0
Silk Board,3498.502360908549,200,2,3115.7993704013593,Furnished,Yes,No,21722.0
Yelahanka,6275.061542017663,200,3,2985.2723280750865,Furnished,No,Yes,11945.0
Kengeri,7844.081166182037,341,3,4778.514551075524,Furnished,Yes,Yes,17446.0
Yelahanka,6481.467430489779,200,3,2645.422820037745,Furnished,No,Yes,16810.0
Majestic,7482.071183951275,514,5,1775.0744098661974,Furnished,Yes,Yes,32496.0
Electronic City,9059.736635092604,200,2,2624.963783707091,Furnished,Yes,No,19095.0
Kengeri,8635.465316714288,504,3,3931.169916354009,Furnished,Yes,No,19655.0
Kengeri,6740.584527536958,480,2,2701.8190289193835,Furnished,Yes,Yes,23567.0
Majestic,2146.379629044286,200,5,1630.2627514385692,Furnished,Yes,Yes,28398.0
Yelahanka,6377.028510419288,539,5,1693.1052555253923,Not furnished,Yes,Yes,25416.0
Electronic City,5060.830957405109,300,3,3784.0590962117526,Furnished,Yes,Yes,27948.0
Yelahanka,7172.1923101042,261,5,332.24138430640926,Furnished,No,No,17183.0
Silk Board,8329.31648392915,286,5,1373.7763808725617,Semi-furnished,Yes,No,32935.0
Yelahanka,7427.214971864174,299,2,765.1879520427079,Furnished,Yes,Yes,22416.0
Kengeri,8465.611699612853,313,1,4723.378165986157,Furnished,Yes,Yes,11613.0
Electronic City,638.6637334102385,316,4,450.4713158408924,Furnished,Yes,Yes,18481.0
Yelahanka,316.20038237463956,216,3,3790.918047981283,Furnished,Yes,Yes,24709.0
Electronic City,2585.0056769959397,251,1,3152.1278473458515,Furnished,Yes,No,18750.0
Electronic City,9006.660841086283,264,3,3164.022003354856,Semi-furnished,No,No,29605.0
Silk Board,8236.592509839738,600,1,3817.1651357394253,Furnished,Yes,Yes,30115.0
Silk Board,6827.272977953116,264,5,2002.4398603689674,Semi-furnished,No,Yes,22099.0
Kengeri,7007.586674397159,254,3,2003.71682498637,Semi-furnished,No,No,20905.0
Majestic,7266.704692582125,577,1,1443.5289111872785,Furnished,Yes,Yes,36144.0
Electronic City,9426.027004847469,301,4,2988.750184428304,Furnished,Yes,Yes,24503.0
Majestic,8321.911523075576,216,5,4649.026260551291,Not furnished,Yes,Yes,34931.0
Kengeri,6233.903870270476,200,3,4619.915996954656,Furnished,No,Yes,22499.0
Electronic City,6657.154352571405,200,3,3514.803360906926,Furnished,Yes,Yes,27485.0
Electronic City,2137.4026206112194,431,1,4530.928855165251,Furnished,Yes,Yes,22169.0
K.R Puram,6573.188251562725,200,3,4817.594141778842,Furnished,Yes,Yes,24693.0
Majestic,4246.790124184585,551,5,3975.5247150139567,Furnished,Yes,Yes,18996.0
Yelahanka,1529.6187060574373,336,2,2039.166644716731,Furnished,Yes,Yes,13499.0
Silk Board,8064.028192465743,284,1,2416.1248316585256,Furnished,Yes,Yes,26622.0
Yelahanka,5102.4709980314565,315,4,4656.284600477993,Furnished,Yes,Yes,17930.0
Majestic,9774.250416894216,419,3,3350.0403763735517,Not furnished,Yes,Yes,26261.0
Silk Board,2816.7935447452496,279,5,4103.469805930877,Furnished,Yes,Yes,24378.0
Yelahanka,4806.701123050767,321,3,580.5701787270889,Furnished,Yes,No,15479.0
K.R Puram,4479.954546688681,507,4,969.5070754532209,Furnished,Yes,Yes,18689.0
Silk Board,1207.7952243257873,402,5,1720.5423366148443,Not furnished,Yes,Yes,26072.0
Electronic City,4261.152788307795,200,4,941.2032777977624,Furnished,Yes,Yes,20338.0
Yelahanka,2875.534564209249,243,5,4532.325323257701,Furnished,Yes,Yes,21835.0
Silk Board,1603.2047136693438,200,2,1084.4527349873583,Furnished,Yes,Yes,21562.0
K.R Puram,2821.5558403613927,442,5,2785.9185716524803,Furnished,Yes,No,23786.0
Silk Board,2332.51691266392,458,4,427.26935074738515,Furnished,No,Yes,33656.0
Silk Board,7340.735310058781,209,1,774.8092326193434,Furnished,No,No,25385.0
K.R Puram,307.75178259160094,695,2,1237.0756748560248,Furnished,Yes,No,22563.0
Yelahanka,6174.627479132213,715,3,4914.46700742193,Furnished,Yes,Yes,28604.0
Kengeri,7606.6134202360645,353,2,3985.3187850195604,Furnished,Yes,Yes,11393.0
Yelahanka,4807.234564689732,230,2,3367.775293847845,Furnished,Yes,Yes,12229.0
Majestic,9315.649800079183,391,3,4581.309919249009,Furnished,Yes,Yes,18512.0
K.R Puram,7078.806952365353,226,5,4781.043296838074,Furnished,No,Yes,16835.0
Yelahanka,7479.236513114172,492,2,2267.8645713937462,Furnished,Yes,No,26290.0
Silk Board,1969.3348744087025,374,2,1638.4472472131401,Furnished,Yes,No,26908.0
K.R Puram,7772.955758390735,385,1,1576.5766342713712,Furnished,No,Yes,16507.0
Electronic City,8320.94736083115,613,1,178.64551040724263,Not furnished,Yes,Yes,32076.0
Yelahanka,3612.6638840598957,257,4,1398.1904686316893,Furnished,No,Yes,17211.0
K.R Puram,2133.630680329712,263,3,1775.2298359687197,Furnished,No,Yes,18692.0
Yelahanka,3850.5067920361666,478,5,184.4941972436681,Furnished,Yes,Yes,21108.0
K.R Puram,7396.079690001371,286,5,4413.024078094479,Semi-furnished,Yes,Yes,19114.0
Silk Board,4176.390058687028,590,4,4239.283678998718,Furnished,Yes,Yes,27569.0
Electronic City,7366.518752247879,500,5,1257.5045996720141,Furnished,No,Yes,21414.0
Electronic City,1135.6454097753765,294,5,4012.794501547927,Furnished,Yes,Yes,22185.0
Majestic,8060.117104884844,200,1,3981.0593954085716,Furnished,Yes,Yes,34704.0
K.R Puram,2532.074816423574,200,5,1675.0637986752527,Furnished,No,Yes,29000.0
Yelahanka,2489.289877145937,277,5,3485.3401931554713,Furnished,No,No,26149.0
Electronic City,5903.809652038607,410,4,1449.289190150672,Furnished,Yes,No,19202.0
Electronic City,701.1804574698965,515,4,351.38117943849966,Furnished,Yes,Yes,20650.0
Kengeri,262.97726684668567,317,2,2523.989169644893,Furnished,Yes,Yes,23448.0
Kengeri,2610.2866529344924,216,5,2191.6352043952966,Not furnished,Yes,Yes,14756.0
Electronic City,5380.675507348227,328,5,690.7645725968947,Not furnished,Yes,Yes,31094.0
K.R Puram,9076.163862252271,353,5,2452.766684950422,Furnished,Yes,Yes,21147.0
Majestic,8464.35176307307,545,1,4746.878728784582,Semi-furnished,Yes,Yes,34697.0
Electronic City,4904.464599209755,537,5,3656.965735945651,Furnished,Yes,No,28359.0
Silk Board,370.51993693492767,200,1,3694.3615497289707,Semi-furnished,Yes,Yes,37039.0
Yelahanka,5352.527346293091,418,2,3787.7539754114514,Furnished,Yes,Yes,29355.0
Majestic,7047.955999252955,221,3,3723.1690363427283,Furnished,Yes,Yes,19809.0
Silk Board,3391.6453252503375,226,5,99.50717700303369,Semi-furnished,Yes,Yes,21866.0
Majestic,1110.633032816547,505,4,4623.454678469659,Not furnished,Yes,Yes,27025.0
Silk Board,2785.6795320565943,320,4,4150.688822193866,Furnished,Yes,Yes,22872.0
Yelahanka,7715.88864467814,445,5,1372.8970371650134,Furnished,No,Yes,13910.0
Yelahanka,3512.4383228332836,430,1,2763.7175241831515,Not furnished,Yes,No,28948.0
Kengeri,8119.814906857101,338,4,3075.029649765836,Furnished,Yes,Yes,23064.0
K.R Puram,3195.2145180747584,399,4,659.7251455812253,Not furnished,Yes,Yes,31626.0
Silk Board,1635.5503841381812,380,2,1269.8168842856371,Furnished,Yes,No,30460.0
Kengeri,4358.483595136082,200,2,116.25217642076025,Semi-furnished,Yes,Yes,22490.0
Silk Board,4522.74512289139,423,2,4319.758600271327,Furnished,Yes,Yes,33466.0
Kengeri,161.08218549336974,244,4,124.52534873100218,Furnished,Yes,Yes,16829.0
Yelahanka,1170.4507270632614,200,4,1593.4791893043348,Furnished,Yes,Yes,18587.0
Majestic,1849.2601877281745,478,5,391.2324647311155,Semi-furnished,Yes,Yes,23070.0
Kengeri,1135.8731737867488,261,5,3907.029630855261,Furnished,Yes,No,18633.0
Silk Board,3415.2607542136384,516,1,4624.913865355939,Furnished,Yes,Yes,38165.0
Silk Board,9646.22855617018,514,4,2814.078099088962,Furnished,No,No,21439.0
K.R Puram,5092.22538327078,278,5,697.8340865416083,Furnished,Yes,Yes,24699.0
Yelahanka,6275.560238706465,510,5,2790.8042914305074,Not furnished,No,Yes,27590.0
Silk Board,3563.864785230282,291,2,3851.7061972633933,Furnished,No,Yes,26215.0
Electronic City,3234.877616431461,339,2,3592.0810261315028,Furnished,Yes,Yes,15656.0
Majestic,231.46771915008358,424,2,3708.5950293327755,Furnished,No,Yes,25474.0
Kengeri,5003.336556760224,655,3,1395.8692127673883,Furnished,No,No,10345.0
K.R Puram,4836.090067516663,491,5,368.6876129212113,Not furnished,No,Yes,15837.0
Majestic,1578.3072618112303,341,2,744.818192742251,Furnished,Yes,Yes,34564.0
Yelahanka,7643.240002067037,365,2,4777.532425394703,Not furnished,No,No,12688.0
K.R Puram,4926.743303110029,200,4,3067.569935479906,Not furnished,Yes,Yes,31049.0
Kengeri,3389.9397016157327,500,2,3639.4980293196277,Furnished,No,Yes,16888.0
Kengeri,1469.0890902292697,484,4,4495.32295890303,Semi-furnished,Yes,Yes,11163.0
Electronic City,5521.608269710125,392,1,4263.772832756459,Furnished,No,No,25604.0
Yelahanka,7528.170260888098,457,2,1092.0092485955952,Furnished,Yes,Yes,13881.0
K.R Puram,2819.9935268497165,200,4,290.3002230437685,Furnished,Yes,No,22837.0
K.R Puram,2187.9435157672256,200,2,4625.641004317293,Not furnished,No,Yes,16290.0
Silk Board,5219.34964064577,620,1,4908.341463188785,Furnished,Yes,Yes,26075.0
Electronic City,1553.4330251001693,311,2,2836.7209675698764,Semi-furnished,Yes,Yes,21824.0
Electronic City,6666.133865942849,463,4,4442.009574188897,Furnished,Yes,Yes,25542.0
K.R Puram,6053.436279442305,238,1,1159.0802485737668,Furnished,No,Yes,20453.0
K.R Puram,870.8204959142862,283,1,555.1935229492566,Furnished,No,Yes,30223.0
Majestic,365.2037938137387,628,1,2499.08468704207,Furnished,Yes,No,36348.0
Majestic,6202.886525885849,326,3,4055.91709741893,Furnished,No,Yes,26013.0
Majestic,2942.937739887408,428,4,3273.268116201662,Semi-furnished,Yes,No,21571.0
Electronic City,864.4575317339853,369,3,3186.600840718827,Furnished,Yes,Yes,29462.0
Silk Board,7594.287049564865,386,1,87.29454112583079,Not furnished,Yes,Yes,23116.0
Kengeri,3140.4400301764413,381,3,1587.4644618254563,Semi-furnished,Yes,Yes,14243.0
Majestic,4595.995496382236,200,2,4697.478932612406,Furnished,Yes,Yes,27856.0
Silk Board,2368.1292745376927,421,3,671.3676975846172,Furnished,Yes,Yes,36543.0
Yelahanka,6273.170783579646,269,5,3631.8297259357714,Not furnished,Yes,No,26569.0
Majestic,3014.8841535435945,616,1,3796.555769040223,Furnished,Yes,Yes,24822.0
Kengeri,9680.209612276283,234,1,3664.1662159614434,Furnished,Yes,Yes,17717.0
Yelahanka,7029.475486169065,279,4,4946.424470500882,Furnished,No,No,19860.0
Yelahanka,1367.222763734658,716,2,2046.0410567596239,Not furnished,No,Yes,23807.0
Kengeri,4166.948396734668,458,4,3410.9669610450965,Furnished,Yes,Yes,23081.0
Majestic,3854.210997298786,202,3,968.2755669190118,Furnished,Yes,Yes,24541.0
Electronic City,5342.471107203831,376,5,1998.5495793554398,Furnished,No,Yes,23673.0
Kengeri,8419.306744792533,200,5,2457.8030121656325,Furnished,Yes,Yes,23599.0
Kengeri,5834.220151830017,388,5,1074.1377055001278,Furnished,Yes,Yes,19293.0
Kengeri,615.5667759999927,229,5,4534.053711794299,Semi-furnished,Yes,No,10376.0
Yelahanka,6554.15696802855,629,2,3580.989152336812,Furnished,No,Yes,28756.0
Silk Board,82.65297945858396,413,3,1418.7888404624737,Furnished,No,Yes,37392.0
Electronic City,7799.604605403931,429,5,674.7821964879713,Furnished,No,Yes,17010.0
Majestic,6666.36072411242,492,1,1439.3366421125386,Furnished,Yes,Yes,29282.0
Majestic,3087.8565835258596,509,3,3114.926911215422,Furnished,Yes,No,19195.0
Silk Board,2924.4180458951573,246,2,4132.043191551429,Semi-furnished,No,Yes,30144.0
Kengeri,7982.729965463056,364,5,2515.8412852758024,Furnished,Yes,Yes,22157.0
Electronic City,7833.366919246205,283,2,512.4733675225701,Furnished,Yes,Yes,16055.0
Majestic,3523.023543767599,664,5,1246.5743320554511,Furnished,Yes,Yes,21729.0
K.R Puram,2989.4772807978034,200,1,1725.7195969477618,Semi-furnished,Yes,No,20238.0
Majestic,5598.247888827899,263,3,3180.6812685551336,Furnished,No,Yes,18966.0
Kengeri,83.6565998414418,338,1,1233.2168768083761,Furnished,Yes,Yes,24699.0
K.R Puram,826.6703798654229,370,5,1169.6419632694594,Furnished,Yes,Yes,22723.0
Silk Board,1261.6959014873673,367,4,1431.009343105971,Furnished,Yes,Yes,20590.0
Electronic City,1854.118178271742,343,3,2962.6452222677444,Furnished,Yes,No,19687.0
Silk Board,5120.181266754691,325,2,2463.1514197108354,Furnished,Yes,Yes,25380.0
Silk Board,9922.41914861122,386,5,4208.179766512204,Furnished,No,Yes,19218.0
Electronic City,6526.134017473535,419,1,3489.661572066564,Furnished,Yes,No,25448.0
Electronic City,612.9879444922359,618,4,3334.109359781653,Semi-furnished,Yes,Yes,34386.0
Majestic,5255.793740622417,617,5,773.2503100230681,Furnished,Yes,Yes,27536.0
Majestic,4966.452123895045,395,2,276.1389930609287,Furnished,Yes,No,36750.0
Electronic City,1441.6781581804948,275,1,2549.9943227963577,Furnished,Yes,Yes,32046.0
K.R Puram,9202.723688024076,286,3,358.2083268576808,Semi-furnished,Yes,Yes,28678.0
Yelahanka,4407.652476753689,200,4,1820.0895796316818,Furnished,Yes,Yes,17882.0
Majestic,9945.591406097397,492,5,130.561741807943,Furnished,Yes,No,23352.0
Yelahanka,4200.722952521643,343,5,884.0448831492558,Furnished,Yes,Yes,29649.0
K.R Puram,6079.577026836093,415,5,551.8393434461366,Semi-furnished,Yes,No,20954.0
Electronic City,1047.6253645144006,400,5,4004.9250198793734,Furnished,Yes,Yes,29509.0
K.R Puram,4542.278238068692,245,1,1730.6307628307682,Furnished,Yes,Yes,16252.0
Majestic,2387.658940039733,226,3,394.23259135998313,Semi-furnished,No,Yes,24082.0
Silk Board,8355.64798571235,282,2,1327.4010226983962,Furnished,Yes,Yes,36313.0
Electronic City,7839.195848675398,422,4,3414.0404303495466,Semi-furnished,Yes,Yes,22360.0
Kengeri,8241.799996253585,337,5,3728.1763608617775,Furnished,Yes,Yes,24186.0
Yelahanka,7236.094377579514,200,5,599.3256492476067,Furnished,No,No,20604.0
K.R Puram,8326.832236200513,200,3,3892.8321996696673,Semi-furnished,Yes,Yes,16066.0
Electronic City,2008.2875017492086,309,3,1852.7957910853904,Semi-furnished,Yes,Yes,15881.0
K.R Puram,4520.437765798017,345,1,3396.9133446750166,Semi-furnished,Yes,No,21044.0
Electronic City,6918.468799459682,427,1,3357.5389464847203,Furnished,Yes,Yes,26973.0
Majestic,6373.924979351348,355,1,3967.963605388197,Not furnished,Yes,Yes,29391.0
Majestic,7163.54482874087,295,4,3485.913901545231,Furnished,Yes,Yes,19116.0
Majestic,2242.583831512317,290,1,194.34178336250108,Furnished,Yes,Yes,24042.0
K.R Puram,984.3470904498975,380,5,2597.4055544477415,Furnished,Yes,Yes,22350.0
Kengeri,9168.065780747764,412,1,830.9058673548592,Not furnished,Yes,No,22377.0
Majestic,5601.718955673585,300,4,4849.822687463451,Furnished,Yes,Yes,19914.0
Electronic City,1538.2592450741095,200,1,1279.1726925554892,Furnished,Yes,Yes,30923.0
Majestic,7934.365818873615,335,1,2100.536756346116,Furnished,Yes,Yes,32080.0
Silk Board,9149.299366292826,252,5,983.5107588671871,Furnished,Yes,Yes,23041.0
Majestic,1695.6351857110908,393,5,672.9456690898161,Furnished,Yes,No,24754.0
K.R Puram,8174.124552691105,572,5,3004.648003018551,Furnished,No,Yes,24203.0
Kengeri,9332.250613191283,200,1,2465.8982437076033,Furnished,No,No,23496.0
Silk Board,9383.616002960174,522,5,1873.2986705152066,Furnished,Yes,No,21450.0
K.R Puram,9141.564616535012,420,3,427.0951107576265,Furnished,Yes,Yes,17359.0
K.R Puram,5464.210123601028,515,2,3679.7968233428396,Furnished,Yes,Yes,18802.0
K.R Puram,3562.113172538692,284,2,29.281489492094526,Furnished,Yes,Yes,23978.0
Electronic City,72.72807694009286,200,5,2288.3079416465916,Furnished,No,Yes,23817.0
K.R Puram,609.1222687152708,376,4,3162.859903976671,Furnished,Yes,Yes,29364.0
Electronic City,4288.390152973907,559,5,2153.5541780467343,Furnished,Yes,No,22681.0
K.R Puram,3993.2614639151034,200,5,631.0449195559709,Furnished,Yes,Yes,29130.0
Yelahanka,1847.139095698832,213,1,3891.249430925175,Furnished,Yes,Yes,25750.0
Silk Board,3954.800280316568,438,4,1619.7197615181085,Furnished,Yes,Yes,33147.0
Yelahanka,1746.500654553681,273,5,673.7777559096653,Furnished,Yes,Yes,16181.0
K.R Puram,8487.912527758406,599,3,2751.329073732019,Furnished,Yes,Yes,22305.0
Silk Board,2981.9487787559883,447,2,95.85778782007614,Not furnished,No,Yes,34712.0
Silk Board,5985.6435015831,242,3,1620.3184537247223,Not furnished,Yes,Yes,38946.0
Kengeri,5028.430619990868,265,3,3753.2118479670053,Furnished,Yes,Yes,23769.0
Yelahanka,518.8207759399221,271,3,4563.556646820872,Furnished,Yes,Yes,22963.0
Kengeri,9422.337194911663,343,4,2958.63729720244,Furnished,Yes,Yes,20271.0
Silk Board,5272.259782504833,395,4,1088.0579269864093,Furnished,Yes,Yes,38038.0
Electronic City,3250.5764339181533,384,4,1100.0007535707323,Furnished,Yes,No,26196.0
Silk Board,1581.2656963306827,200,2,3019.3583210619868,Furnished,No,Yes,36159.0
Kengeri,3385.2663472683575,485,1,2033.8085341936485,Furnished,No,Yes,13130.0
Yelahanka,205.11603023389503,306,5,886.3214938795178,Furnished,Yes,Yes,24510.0
K.R Puram,3635.581553482977,210,5,3936.985198368602,Furnished,Yes,Yes,24387.0
K.R Puram,5314.859273045048,280,1,1001.2151825061527,Furnished,No,Yes,29002.0
Yelahanka,8718.662458509447,502,5,1608.2041732419927,Furnished,No,Yes,27157.0
K.R Puram,6873.744176977976,378,3,307.14719389052124,Furnished,Yes,Yes,17062.0
K.R Puram,1115.823131332414,391,2,3506.86056551331,Not furnished,No,Yes,27868.0
Kengeri,1477.463244379611,200,5,1376.389638010736,Furnished,No,No,13669.0
Yelahanka,4281.233678183747,369,2,1164.3348117417058,Furnished,Yes,Yes,19921.0
Majestic,1957.0775163878784,499,1,1516.7914301112673,Not furnished,Yes,No,26703.0
Electronic City,278.4977758275575,200,5,4370.65266486354,Furnished,Yes,Yes,27262.0
Electronic City,8050.148801180702,291,2,2590.0928523641537,Semi-furnished,Yes,Yes,30785.0
K.R Puram,195.22570697994124,443,3,789.423649335983,Semi-furnished,Yes,Yes,17256.0
Electronic City,8306.89605198014,373,3,3872.4044364233932,Furnished,Yes,Yes,28023.0
Yelahanka,1441.0396303296602,200,1,1042.2662281474265,Furnished,Yes,Yes,16612.0
Yelahanka,9746.784108071162,409,4,2062.3807409478673,Furnished,Yes,No,25133.0
Silk Board,6038.739118261901,200,5,2840.3790962393086,Furnished,No,Yes,33642.0
Silk Board,7349.829716298955,219,3,2922.21457364855,Not furnished,Yes,Yes,19871.0
Electronic City,1104.8362796806489,235,3,345.16058253635686,Furnished,Yes,Yes,16793.0
Majestic,8621.040734514801,581,1,4184.022458515214,Not furnished,No,Yes,33032.0
Silk Board,8391.923428715385,200,3,2397.1537996893107,Furnished,Yes,No,34609.0
Silk Board,6529.927315417177,200,5,4946.303498589463,Not furnished,No,Yes,28108.0
Yelahanka,5022.748645953874,392,1,3587.212039737961,Furnished,Yes,Yes,22457.0
Majestic,7214.891731316725,365,2,4962.844521419591,Furnished,Yes,No,19971.0
K.R Puram,59.28215336878151,279,1,2267.3762403255478,Furnished,Yes,Yes,23414.0
Electronic City,5924.407553984594,352,5,703.90703620339,Furnished,Yes,Yes,33816.0
Silk Board,8474.061349292366,200,5,3636.5468851482347,Furnished,Yes,Yes,30712.0
Majestic,3568.9988717475485,363,2,3888.8014124155816,Furnished,Yes,Yes,33419.0
Majestic,1082.893564829168,381,1,4264.176339412479,Furnished,Yes,Yes,33172.0
Electronic City,4208.772497432062,532,5,1507.2451280315536,Furnished,Yes,Yes,22748.0
Majestic,7271.044490585069,636,5,2553.419920576635,Furnished,Yes,Yes,32747.0
Majestic,1073.0121037067254,309,2,4287.52786680199,Furnished,No,Yes,23571.0
Majestic,2060.4856021288997,200,4,4323.681183059496,Furnished,Yes,No,37764.0
Silk Board,1475.5184682869992,407,1,128.41921528070455,Furnished,Yes,Yes,30919.0
Electronic City,7969.477555752249,329,5,3354.583920267458,Semi-furnished,No,No,26918.0
Majestic,628.9262245248683,323,3,3008.4367478539093,Semi-furnished,Yes,Yes,37909.0
Majestic,6865.865021144329,200,2,416.68888680602925,Furnished,No,No,30864.0
Silk Board,3664.5692075319134,364,4,4650.680397559798,Furnished,Yes,Yes,30689.0
Electronic City,7557.912428853023,413,4,2226.8614692128526,Furnished,Yes,Yes,27766.0
Yelahanka,9643.834187840377,499,2,3371.2885506370267,Furnished,No,Yes,28076.0
Silk Board,1145.452995864823,274,4,4413.988977515578,Furnished,No,Yes,25751.0
Electronic City,3143.8504106745845,226,5,650.6053543194251,Furnished,Yes,Yes,17143.0
Majestic,8101.25427718857,272,4,4279.21571752367,Furnished,Yes,Yes,30323.0
Electronic City,2661.5838605117647,490,1,3621.528148655784,Furnished,No,Yes,21618.0
Electronic City,2151.2059704604094,557,3,4197.961609785797,Furnished,No,Yes,33063.0
K.R Puram,8253.779778689717,518,5,2474.1785258693526,Furnished,Yes,Yes,17041.0
